accession	phylum	checkm2_completeness	checkm2_contamination
GB_GCA_902488975.1	Bacillota	99.97	1.31
RS_GCF_963663625.1	Fusobacteriota	100.0	0.83
GB_GCA_035296685.1	Actinomycetota	98.54	0.95
RS_GCF_009870065.1	Actinomycetota	92.98	6.88
GB_GCA_029338875.1	Bacillota	87.46	3.33
RS_GCF_000222605.1	Pseudomonadota	100.0	1.54
GB_GCA_000435495.1	Bacillota	95.63	0.32
RS_GCF_003752135.1	Campylobacterota	99.99	0.01
RS_GCF_900142535.1	Fibrobacterota	99.98	0.89
RS_GCF_027923385.1	Pseudomonadota	99.09	1.92
RS_GCF_039526245.1	Actinomycetota	99.98	0.02
GB_GCA_900769465.1	Bacteroidota	91.57	5.67
GB_GCA_040902075.1	Gemmatimonadota	82.36	0.87
RS_GCF_016711335.1	Pseudomonadota	99.73	1.4
GB_GCA_036267975.1	Pseudomonadota	100.0	2.82
GB_GCA_033852015.1	Desulfobacterota	93.23	2.59
GB_GCA_030621685.1	Spirochaetota	83.37	0.09
GB_GCA_958402795.1	Bacillota	98.17	0.58
GB_GCA_937886325.1	Desulfobacterota	95.44	1.41
GB_GCA_014896485.1	Bacillota	96.07	0.86
RS_GCF_041648055.1	Pseudomonadota	100.0	0.45
GB_GCA_030948845.1	Chloroflexota	90.69	2.72
GB_GCA_946534895.1	Bacillota	95.35	1.74
RS_GCF_019683635.1	Chloroflexota	93.13	3.65
GB_GCA_014360155.1	Bacillota	96.21	0.61
GB_GCA_944372115.1	Bacillota	96.22	0.24
RS_GCF_022878925.1	Pseudomonadota	99.87	1.04
RS_GCF_039403185.1	Pseudomonadota	99.99	0.11
RS_GCF_024972775.1	Bacillota	100.0	1.59
RS_GCF_003259005.1	Bacteroidota	94.65	4.15
RS_GCF_002933295.1	Pseudomonadota	100.0	0.19
RS_GCF_023746615.1	Pseudomonadota	100.0	0.73
GB_GCA_040879385.1	Acidobacteriota	95.61	0.07
GB_GCA_963674965.1	RBG-13-61-14	97.58	1.11
GB_GCA_030583685.1	Patescibacteriota	92.6	0.16
GB_GCA_001552895.1	Bacillota	99.93	0.72
RS_GCF_019097855.1	Pseudomonadota	99.99	0.6
RS_GCF_001662485.1	Bacteroidota	85.68	0.01
GB_GCA_024363285.1	Chloroflexota	99.01	5.48
RS_GCF_019929365.1	Bacillota	99.94	0.06
GB_GCA_013044245.1	Spirochaetota	94.17	0.81
RS_GCF_002117125.1	Bacteroidota	99.98	0.17
GB_GCA_021777335.1	Pseudomonadota	97.84	0.74
RS_GCF_030406325.1	Actinomycetota	98.33	2.66
RS_GCF_003143695.2	Bacillota	99.99	0.06
RS_GCF_026262685.1	Pseudomonadota	99.99	0.1
GB_GCA_963676455.1	Bacteroidota	100.0	1.16
RS_GCF_003002095.1	Actinomycetota	98.1	0.16
RS_GCF_001202035.1	Pseudomonadota	100.0	0.48
RS_GCF_009371885.1	Actinomycetota	97.09	1.29
RS_GCF_040634005.1	Actinomycetota	100.0	0.77
RS_GCF_005222845.1	Pseudomonadota	99.99	0.49
RS_GCF_003324485.1	Pseudomonadota	99.37	0.12
GB_GCA_038242265.1	Actinomycetota	99.96	0.36
GB_GCA_004558825.1	Bacillota	97.15	0.24
GB_GCA_017857815.1	Bacteroidota	99.58	0.02
GB_GCA_963598415.1	Bacillota	98.03	2.86
GB_GCA_017622575.1	Bacillota	100.0	0.78
GB_GCA_022825385.1	Bacteroidota_A	97.28	0.14
GB_GCA_947630755.1	Bacillota	89.11	0.31
GB_GCA_919901565.1	CG2-30-53-67	97.43	0.74
GB_GCA_903846615.1	Bacteroidota	98.27	4.17
GB_GCA_036170295.1	Chloroflexota	87.93	1.21
GB_GCA_033811195.1	Bacteroidota	91.73	1.97
RS_GCF_001447155.2	Pseudomonadota	99.97	0.32
GB_GCA_004551485.1	Pseudomonadota	99.99	0.38
GB_GCA_000153145.1	Actinomycetota	99.99	0.06
GB_GCA_017860255.1	Bacteroidota	99.19	0.52
GB_GCA_002428635.1	Bacteroidota	99.81	0.14
GB_GCA_015075175.1	Hinthialibacterota	84.02	2.86
GB_GCA_024691145.1	Bacillota	91.7	2.41
GB_GCA_023268805.1	Bacillota	90.68	1.64
GB_GCA_903933565.1	Verrucomicrobiota	96.44	5.16
GB_GCA_017480195.1	Bacillota	84.73	5.47
GB_GCA_016932835.1	Planctomycetota	93.47	0.68
GB_GCA_030447245.1	Chloroflexota	90.2	4.2
GB_GCA_013823485.1	Pseudomonadota	88.83	4.2
RS_GCF_027531705.1	Bacteroidota	99.99	0.0
RS_GCF_002407185.1	Actinomycetota	100.0	0.29
RS_GCF_002356075.1	Bacillota	97.3	0.57
GB_GCA_037142015.1	Nitrospirota	99.35	0.38
GB_GCA_023415205.1	Bacillota	100.0	0.22
GB_GCA_016873195.1	Planctomycetota	89.47	3.29
RS_GCF_946848805.1	Deinococcota	98.41	0.02
GB_GCA_900539195.1	Bacillota	100.0	0.03
RS_GCF_026072915.1	Verrucomicrobiota	100.0	0.05
RS_GCF_003337575.1	Pseudomonadota	96.49	0.06
RS_GCF_016908595.1	Bacillota	100.0	0.0
RS_GCF_002973605.1	Armatimonadota	92.11	0.04
GB_GCA_019187495.1	Pseudomonadota	91.48	1.31
GB_GCA_944353935.1	Bacillota	82.09	0.75
GB_GCA_015066445.1	Bacillota	87.44	0.02
GB_GCA_934622035.1	Bacillota	100.0	1.35
GB_GCA_963659815.1	Bacillota	99.96	2.02
GB_GCA_020890945.1	Pseudomonadota	99.95	0.18
GB_GCA_937891135.1	Elusimicrobiota	95.68	0.23
GB_GCA_031426255.1	Gemmatimonadota	94.51	1.57
GB_GCA_903921945.1	Planctomycetota	84.92	2.11
GB_GCA_016873495.1	Nitrospirota	99.97	2.19
GB_GCA_030429735.1	Pseudomonadota	97.06	0.17
GB_GCA_903877125.1	Pseudomonadota	97.94	2.85
RS_GCF_001735765.2	Bacillota	99.98	0.02
RS_GCF_035989285.1	Actinomycetota	100.0	1.17
RS_GCF_000023885.1	Actinomycetota	99.89	1.23
RS_GCF_001983165.1	Pseudomonadota	100.0	0.23
RS_GCF_040631615.1	Actinomycetota	100.0	0.32
RS_GCF_040105105.1	Pseudomonadota	99.97	0.92
GB_GCA_035603315.1	Acidobacteriota	89.31	1.05
RS_GCF_003344925.1	Bacteroidota	99.93	0.05
RS_GCF_020667895.1	Pseudomonadota	99.78	0.65
RS_GCF_003950515.1	Bacillota	100.0	0.25
RS_GCF_022829725.1	Pseudomonadota	99.99	0.77
RS_GCF_003123745.1	Actinomycetota	100.0	0.23
GB_GCA_036003585.1	Acidobacteriota	97.38	4.78
GB_GCA_013815355.1	Actinomycetota	91.24	2.39
GB_GCA_016868375.1	Pseudomonadota	97.4	7.53
GB_GCA_937907165.1	Bacteroidota	95.96	2.96
GB_GCA_937911745.1	Bacteroidota	91.86	2.5
GB_GCA_035688915.1	Acidobacteriota	98.66	1.0
GB_GCA_017617525.1	Bacillota	94.97	1.48
RS_GCF_036383575.1	Bacteroidota	93.36	4.51
RS_GCF_001941945.1	Pseudomonadota	100.0	0.41
RS_GCF_900187305.1	Pseudomonadota	100.0	0.04
RS_GCF_009797025.1	Bacteroidota	100.0	1.22
RS_GCF_026544205.1	Actinomycetota	99.82	0.17
RS_GCF_009377345.1	Deinococcota	99.91	0.21
RS_GCF_000012765.1	Bacillota	99.82	0.05
RS_GCF_010501065.1	Bacteroidota	98.13	6.13
RS_GCF_008271295.1	Bacillota	99.99	0.26
RS_GCF_003970865.1	Pseudomonadota	100.0	0.02
RS_GCF_000966195.1	Bacillota	99.57	1.35
GB_GCA_000701625.1	Bacillota	99.98	1.17
RS_GCF_003390845.1	Pseudomonadota	100.0	0.07
GB_GCA_025357775.1	Bacteroidota	93.09	0.39
GB_GCA_949294785.1	Actinomycetota	85.64	3.78
GB_GCA_040217695.1	Vulcanimicrobiota	96.12	6.52
GB_GCA_905216025.1	Bacteroidota	90.7	0.03
GB_GCA_013152415.1	Pseudomonadota	92.93	0.0
GB_GCA_029260555.1	Planctomycetota	92.93	0.2
GB_GCA_946543465.1	Bacillota	89.59	4.52
GB_GCA_017621035.1	Bacteroidota	91.39	0.05
GB_GCA_017502285.1	Bacillota	78.32	1.3
GB_GCA_022842825.1	Pseudomonadota	95.63	4.82
GB_GCA_910579535.1	Bacillota	88.9	2.81
RS_GCF_963976115.1	Pseudomonadota	99.88	0.03
GB_GCA_031554255.1	Pseudomonadota	91.9	1.62
RS_GCF_001457815.1	Pseudomonadota	100.0	0.04
RS_GCF_039539565.1	Bacteroidota	100.0	0.36
GB_GCA_029881795.1	Pseudomonadota	97.5	0.09
GB_GCA_002702725.1	Pseudomonadota	91.46	3.93
GB_GCA_012522875.1	Bacillota	94.4	0.82
RS_GCF_020524905.1	Pseudomonadota	100.0	0.54
RS_GCF_002159915.1	Actinomycetota	96.66	0.86
RS_GCF_005893125.1	Actinomycetota	100.0	8.03
RS_GCF_003703395.1	Pseudomonadota	99.99	0.7
GB_GCA_017508105.1	Bacillota	96.42	0.76
GB_GCA_038249115.1	Actinomycetota	98.12	1.55
GB_GCA_902476265.1	Bacillota	95.96	1.05
GB_GCA_910588565.1	Bacillota	100.0	0.0
GB_GCA_041223245.1	Bacillota	99.26	0.54
GB_GCA_011089965.1	Pseudomonadota	98.87	1.03
GB_GCA_001917175.1	Pseudomonadota	96.87	0.65
GB_GCA_030425425.1	Bacteroidota	99.36	0.23
GB_GCA_023957975.1	Actinomycetota	98.77	1.1
GB_GCA_014444615.1	Pseudomonadota	92.4	1.51
GB_GCA_944320405.1	Actinomycetota	92.77	2.63
GB_GCA_017849455.1	Bacteroidota	99.97	0.02
GB_GCA_947167635.1	Bacteroidota	95.28	1.1
GB_GCA_025060295.1	Chloroflexota	95.72	0.5
GB_GCA_002298335.1	Pseudomonadota	95.13	0.15
GB_GCA_024653355.1	WOR-3	98.18	0.16
GB_GCA_040757595.1	Nitrospirota	100.0	0.89
GB_GCA_035309865.1	Chloroflexota	92.78	7.04
RS_GCF_025319965.1	Campylobacterota	100.0	0.19
RS_GCF_008935075.1	Bacillota	100.0	0.64
RS_GCF_009711465.1	Pseudomonadota	100.0	1.34
RS_GCF_001424065.1	Pseudomonadota	99.98	1.73
RS_GCF_006539345.1	Pseudomonadota	99.99	0.3
RS_GCF_016907015.1	Pseudomonadota	99.9	0.03
RS_GCF_900113125.1	Bacillota	99.99	0.4
RS_GCF_027570035.1	Actinomycetota	99.97	0.37
GB_GCA_028278265.1	Myxococcota	90.65	3.73
GB_GCA_025056655.1	Verrucomicrobiota	96.06	3.1
GB_GCA_009836025.1	Cyanobacteriota	95.0	0.06
GB_GCA_009774175.1	Bacillota	99.38	0.12
GB_GCA_039812605.1	Actinomycetota	99.19	0.68
GB_GCA_025934375.1	Actinomycetota	92.42	3.88
GB_GCA_945890035.1	Pseudomonadota	92.75	0.27
RS_GCF_002896855.1	Bacillota	100.0	2.3
RS_GCF_021021435.1	Pseudomonadota	100.0	0.36
GB_GCA_038324085.1	Pseudomonadota	100.0	0.47
RS_GCF_017254845.1	Bacteroidota	99.99	0.37
RS_GCF_000018545.1	Pseudomonadota	100.0	1.16
RS_GCF_002723455.1	Pseudomonadota	100.0	0.2
RS_GCF_023109515.1	Bacillota	99.99	0.37
RS_GCF_022809095.1	Bacillota	99.99	0.0
GB_GCA_946479605.1	Bacteroidota	93.3	0.17
GB_GCA_910577635.1	Cyanobacteriota	97.77	0.4
RS_GCF_041583735.1	Planctomycetota	99.98	5.5
GB_GCA_937885235.1	Spirochaetota	91.98	3.37
GB_GCA_020890855.1	Pseudomonadota	96.29	2.2
GB_GCA_946403625.1	Bacillota	99.19	0.87
GB_GCA_947001705.1	Actinomycetota	99.84	0.46
RS_GCF_035506235.1	Actinomycetota	98.75	0.36
GB_GCA_023229465.1	Bacteroidota	100.0	0.24
GB_GCA_012522795.1	Bacteroidota	97.01	0.79
GB_GCA_945906725.1	Planctomycetota	91.99	3.46
GB_GCA_004356825.1	Zhuqueibacterota	94.72	0.33
GB_GCA_023427085.1	Pseudomonadota	90.42	2.94
GB_GCA_041577295.1	Gemmatimonadota	91.52	0.15
GB_GCA_900544655.1	Actinomycetota	79.85	2.09
GB_GCA_024397955.1	Pseudomonadota	99.33	0.49
GB_GCA_041662325.1	Campylobacterota	100.0	0.94
RS_GCF_016446285.1	Desulfobacterota	99.99	0.74
RS_GCF_030528405.1	Fusobacteriota	91.15	0.04
RS_GCF_014696225.1	Cyanobacteriota	99.98	0.0
RS_GCF_900291465.1	Bacteroidota	99.96	0.03
RS_GCF_034931005.1	Bacteroidota	99.34	1.87
RS_GCF_004014805.1	Actinomycetota	100.0	0.1
RS_GCF_023806565.1	Pseudomonadota	99.85	1.0
GB_GCA_036521675.1	Chloroflexota	91.38	1.16
GB_GCA_934446355.1	Bacillota	99.01	0.09
GB_GCA_030684815.1	Pseudomonadota	99.25	0.05
RS_GCF_036961105.1	Pseudomonadota	95.33	0.47
GB_GCA_014379905.1	Bacteroidota	99.19	3.25
GB_GCA_019310485.1	Desulfobacterota	94.39	2.14
GB_GCA_026391915.1	Bacteroidota	95.57	1.52
GB_GCA_024680675.1	Bacillota	85.45	3.54
GB_GCA_010672165.1	Cyanobacteriota	96.5	2.84
GB_GCA_028726925.1	Bacillota	91.9	1.06
GB_GCA_905235715.1	Bacillota	95.38	2.25
GB_GCA_003159795.1	Actinomycetota	94.99	1.46
GB_GCA_030153045.1	Bacteroidota	95.68	0.37
RS_GCF_015500075.1	Pseudomonadota	100.0	4.88
GB_GCA_037045435.1	Pseudomonadota	93.83	2.0
GB_GCA_035279665.1	Chloroflexota	93.4	1.16
GB_GCA_035536455.1	Acidobacteriota	95.41	2.48
RS_GCF_002165785.1	Campylobacterota	99.99	0.18
GB_GCA_025997795.1	Spirochaetota	91.99	0.51
RS_GCF_000315365.1	Bacillota	99.94	0.02
RS_GCF_023630705.1	Pseudomonadota	98.28	0.12
RS_GCF_000813125.1	Bacillota	99.98	0.09
RS_GCF_014192155.1	Pseudomonadota	100.0	0.02
GB_GCA_000511875.1	Pseudomonadota	97.81	0.0
GB_GCA_913062815.1	Pseudomonadota	93.96	3.67
RS_GCF_027532185.1	Pseudomonadota	100.0	0.05
GB_GCA_900758885.1	Actinomycetota	88.8	6.28
GB_GCA_030145385.1	Desulfobacterota	97.04	4.23
GB_GCA_023431405.1	Actinomycetota	99.99	0.89
GB_GCA_004173185.1	Pseudomonadota	96.98	5.55
GB_GCA_905234495.1	Bacillota	97.23	0.07
GB_GCA_017462565.1	Bacillota	99.99	1.27
GB_GCA_020200135.1	Acidobacteriota	93.47	2.16
RS_GCF_001898825.1	Pseudomonadota	99.99	0.09
RS_GCF_001672755.1	Actinomycetota	100.0	0.0
RS_GCF_900108405.1	Pseudomonadota	99.74	0.04
GB_GCA_041736305.1	Bdellovibrionota_B	92.72	2.66
RS_GCF_003347135.1	Pseudomonadota	99.98	0.06
RS_GCF_002855555.1	Pseudomonadota	99.96	0.0
RS_GCF_016811105.1	Bacteroidota	99.69	0.17
RS_GCF_000738085.1	Actinomycetota	97.34	5.75
GB_GCA_030041255.1	Pseudomonadota	100.0	0.94
GB_GCA_903843705.1	Acidobacteriota	85.98	3.94
GB_GCA_017461245.1	Bacillota	88.07	0.83
GB_GCA_947491825.1	Bacteroidota	88.17	2.99
GB_GCA_023436065.1	Bacillota	89.07	0.13
GB_GCA_030431755.1	Chloroflexota	97.24	2.8
GB_GCA_018385425.1	Bacillota	98.06	0.04
GB_GCA_017416485.1	Bacillota	97.22	0.27
GB_GCA_035501595.1	Pseudomonadota	93.26	1.41
GB_GCA_945887835.1	Pseudomonadota	86.64	4.69
GB_GCA_944391405.1	Pseudomonadota	100.0	0.56
GB_GCA_016184105.1	Acidobacteriota	95.98	0.76
GB_GCA_038147995.1	Pseudomonadota	100.0	0.02
GB_GCA_015055805.1	Bacillota	95.72	0.22
RS_GCF_947855115.1	Bacteroidota	99.89	0.28
GB_GCA_937923125.1	Bacillota	93.27	4.73
GB_GCA_950075865.1	Bacillota	89.36	0.39
RS_GCF_035615615.1	Pseudomonadota	100.0	0.06
RS_GCF_900176595.1	Bacteroidota	99.98	0.76
RS_GCF_004803795.1	Campylobacterota	99.92	0.07
RS_GCF_001436695.1	Bacillota	99.97	0.0
RS_GCF_964019765.1	Bacillota	99.8	0.04
RS_GCF_009746125.1	Pseudomonadota	99.38	0.02
RS_GCF_002886185.1	Bacillota	99.95	1.91
RS_GCF_040702045.1	Actinomycetota	100.0	1.84
RS_GCF_900177665.1	Bacteroidota	99.97	0.07
RS_GCF_029955155.1	Bacillota	100.0	2.78
GB_GCA_963601185.1	Bacteroidota	99.87	0.05
GB_GCA_017694885.1	Bacteroidota	91.14	0.79
GB_GCA_023131835.1	WOR-3	98.36	2.39
GB_GCA_039930985.1	Pseudomonadota	85.84	0.25
RS_GCF_019634775.1	Pseudomonadota	99.99	0.03
GB_GCA_029245245.1	Planctomycetota	96.48	2.61
GB_GCA_905235625.1	Bacillota	100.0	1.88
GB_GCA_002431545.1	Pseudomonadota	87.94	3.21
GB_GCA_003539495.1	Bacillota	98.39	0.06
GB_GCA_021296215.1	Bacteroidota	97.35	0.69
RS_GCF_002154345.1	Actinomycetota	99.85	0.0
RS_GCF_038442745.1	Cyanobacteriota	99.8	0.0
GB_GCA_034926865.1	Bacillota	99.42	0.44
RS_GCF_000738675.1	Pseudomonadota	100.0	0.15
GB_GCA_035689325.1	Pseudomonadota	94.93	3.83
RS_GCF_005484965.1	Pseudomonadota	100.0	0.29
RS_GCF_003942995.1	Bacillota	100.0	0.22
RS_GCF_039522165.1	Pseudomonadota	97.79	0.27
RS_GCF_004352915.1	Bacteroidota	99.95	0.11
RS_GCF_001552075.1	Actinomycetota	100.0	0.13
RS_GCF_004340985.1	Pseudomonadota	100.0	0.17
GB_GCA_019455245.1	Verrucomicrobiota	97.95	0.54
GB_GCA_937128475.1	Pseudomonadota	96.13	2.09
GB_GCA_004173355.1	Bacteroidota	99.5	2.3
GB_GCA_016284305.1	Bacteroidota	89.4	5.32
GB_GCA_945868505.1	Bacillota	99.96	0.0
GB_GCA_007694025.1	Spirochaetota	94.23	2.69
GB_GCA_002298995.1	Desulfobacterota	88.56	1.76
GB_GCA_012959995.1	Actinomycetota	96.66	0.35
GB_GCA_030018275.1	Actinomycetota	99.07	0.2
GB_GCA_002839355.1	Spirochaetota	99.81	3.22
GB_GCA_002839805.1	Bacteroidota_A	99.92	0.08
GB_GCA_934462925.1	Bacillota	99.93	0.88
GB_GCA_009392515.1	Chloroflexota	98.45	2.84
RS_GCF_025264645.1	Acidobacteriota	99.97	0.21
GB_GCA_035556695.1	Pseudomonadota	100.0	0.8
GB_GCA_031385325.1	Pseudomonadota	99.82	2.49
GB_GCA_035546015.1	Acidobacteriota	98.77	2.98
RS_GCF_900141775.1	Pseudomonadota	100.0	0.23
RS_GCF_007859915.1	Planctomycetota	99.89	6.13
RS_GCF_001436555.1	Bacillota	99.86	0.02
GB_GCA_011389965.1	Pseudomonadota	85.39	0.45
RS_GCF_016918765.2	Pseudomonadota	99.31	0.05
GB_GCA_947501625.1	Bacteroidota	98.96	0.0
GB_GCA_033344735.1	Pseudomonadota	99.76	0.23
GB_GCA_963662565.1	Planctomycetota	91.44	6.18
RS_GCF_000300995.1	Pseudomonadota	100.0	0.06
RS_GCF_018130785.1	Pseudomonadota	99.98	0.55
RS_GCF_003986955.1	Pseudomonadota	99.94	0.04
RS_GCF_009617875.1	Bacteroidota	99.18	1.11
RS_GCF_000826525.2	Actinomycetota	100.0	2.05
RS_GCF_018424605.1	Pseudomonadota	99.99	0.03
RS_GCF_013523165.1	Pseudomonadota	100.0	0.16
GB_GCA_900757205.1	Actinomycetota	85.78	1.52
GB_GCA_021604805.1	Planctomycetota	89.21	0.1
GB_GCA_013360295.1	Bacteroidota_A	100.0	0.58
GB_GCA_963638085.1	Bacillota	98.77	0.06
GB_GCA_026998145.1	Pseudomonadota	99.09	2.03
GB_GCA_036675025.1	Sumerlaeota	95.89	0.97
GB_GCA_937995285.1	Bacteroidota	94.65	0.38
GB_GCA_036752105.1	Actinomycetota	84.7	4.93
GB_GCA_030591525.1	JAAXVQ01	96.24	0.01
GB_GCA_027729785.1	Actinomycetota	86.05	4.34
GB_GCA_035256645.1	Desulfobacterota	91.17	1.39
GB_GCA_958420355.1	Actinomycetota	99.82	0.55
GB_GCA_963676535.1	Bacteroidota	95.41	4.99
GB_GCA_020346765.1	Nitrospirota	80.16	0.18
RS_GCF_000702805.1	Bacillota	96.92	0.19
RS_GCF_000382225.1	Bacteroidota	100.0	0.31
RS_GCF_003253545.1	Bacteroidota	97.57	0.14
GB_GCA_900539595.1	Bacillota	92.38	0.38
GB_GCA_027531255.1	Pseudomonadota	95.62	0.09
GB_GCA_040901765.1	Planctomycetota	93.11	1.35
GB_GCA_024281995.1	Pseudomonadota	97.57	0.83
GB_GCA_946409545.1	Bacillota	98.4	1.38
RS_GCF_000389965.1	Actinomycetota	100.0	2.03
RS_GCF_017875735.1	Actinomycetota	100.0	0.06
GB_GCA_029008095.1	Bacillota	95.81	0.15
RS_GCF_039541815.1	Bacteroidota	99.88	0.1
RS_GCF_036250675.1	Actinomycetota	100.0	2.61
GB_GCA_035411425.1	Bacteroidota	97.65	1.22
GB_GCA_035439505.1	Bacteroidota	95.25	0.19
RS_GCF_003966895.1	Bacillota	98.95	1.81
RS_GCF_028736175.1	Bacteroidota	97.92	0.2
GB_GCA_036821645.1	Pseudomonadota	98.31	0.0
GB_GCA_001829085.1	Pseudomonadota	99.95	0.04
RS_GCF_024125425.1	Bacillota	99.75	0.01
RS_GCF_028369135.1	Pseudomonadota	99.92	0.41
RS_GCF_017876595.1	Actinomycetota	100.0	0.22
RS_GCF_035285365.1	Bacteroidota	100.0	0.35
RS_GCF_014855495.1	Bacteroidota	99.97	0.1
GB_GCA_040096245.1	Bacillota	99.98	1.24
GB_GCA_027487675.1	Pseudomonadota	96.87	1.49
GB_GCA_017561665.1	Bacteroidota	89.9	2.98
GB_GCA_016875595.1	Cloacimonadota	91.5	1.91
GB_GCA_020724415.1	Pseudomonadota	93.98	1.35
GB_GCA_003314535.1	Desulfobacterota	100.0	2.24
GB_GCA_038521625.1	Planctomycetota	93.56	0.72
GB_GCA_023457255.1	Bacillota	99.2	2.31
GB_GCA_031268995.1	Planctomycetota	85.68	1.21
GB_GCA_902771935.1	Bacteroidota	95.32	0.44
GB_GCA_035759585.1	Gemmatimonadota	97.4	1.03
GB_GCA_903855985.1	Verrucomicrobiota	100.0	0.69
RS_GCF_003261635.1	Actinomycetota	99.96	1.84
RS_GCF_014117265.1	Actinomycetota	100.0	0.08
GB_GCA_028571345.1	Pseudomonadota	99.04	0.82
RS_GCF_004152845.1	Pseudomonadota	99.99	0.59
GB_GCA_025163595.1	Pseudomonadota	99.99	0.25
RS_GCF_900129565.1	Pseudomonadota	100.0	0.04
RS_GCF_000816495.1	Pseudomonadota	100.0	0.04
RS_GCF_011752685.1	Pseudomonadota	100.0	0.66
RS_GCF_000422865.1	Pseudomonadota	98.34	0.41
RS_GCF_028649595.1	Campylobacterota	99.0	0.0
GB_GCA_030666145.1	Actinomycetota	97.73	0.4
RS_GCF_028290645.1	Pseudomonadota	90.82	2.22
GB_GCA_016124735.1	Bacteroidota	98.56	0.15
GB_GCA_039182515.1	Pseudomonadota	89.49	0.56
GB_GCA_038141965.1	Pseudomonadota	91.44	5.25
RS_GCF_016864375.1	Pseudomonadota	99.96	17.29
GB_GCA_028720105.1	Bacillota	86.43	0.0
GB_GCA_963668405.1	Spirochaetota	97.88	3.87
RS_GCF_000953135.1	Pseudomonadota	100.0	0.25
RS_GCF_021532375.1	Bacillota	99.52	1.81
RS_GCF_004342585.1	Pseudomonadota	100.0	1.92
GB_GCA_030263395.1	Pseudomonadota	100.0	0.04
RS_GCF_003331055.1	Pseudomonadota	100.0	0.13
GB_GCA_024742935.1	Bacteroidota	99.36	0.11
GB_GCA_019359695.1	Cyanobacteriota	99.73	0.4
GB_GCA_027034975.1	Campylobacterota	96.9	1.15
GB_GCA_039176995.1	Bacteroidota	96.79	2.75
GB_GCA_910589425.1	Bacteroidota	98.39	0.04
RS_GCF_007692535.1	Pseudomonadota	99.8	0.35
GB_GCA_026418175.1	Bacteroidota	99.72	0.14
GB_GCA_002841765.1	Desulfobacterota	100.0	0.26
GB_GCA_035571935.1	Pseudomonadota	83.83	2.22
RS_GCF_017745275.1	Bacteroidota	99.99	1.88
GB_GCA_902470905.1	Actinomycetota	94.36	0.61
RS_GCF_041596335.1	Bacteroidota	99.9	2.29
GB_GCA_902766095.1	Bacillota	99.81	0.57
RS_GCF_014451325.2	Actinomycetota	99.99	0.09
RS_GCF_900478295.1	Campylobacterota	99.99	0.04
GB_GCA_037190845.1	Bacteroidota	98.53	0.1
RS_GCF_016735515.1	Pseudomonadota	99.98	0.65
RS_GCF_000741775.1	Actinomycetota	98.48	1.13
GB_GCA_934524985.1	Bacillota	85.21	0.69
GB_GCA_027682205.1	Bacillota	99.96	0.03
RS_GCF_013350005.1	Pseudomonadota	100.0	0.93
GB_GCA_036495095.1	Chloroflexota	96.6	2.52
RS_GCF_037095755.1	Pseudomonadota	99.99	0.72
GB_GCA_003337175.1	Bacillota	99.99	0.0
RS_GCF_001307035.1	Actinomycetota	100.0	0.15
RS_GCF_030373265.1	Pseudomonadota	95.83	0.27
GB_GCA_036824245.1	Actinomycetota	89.2	0.17
GB_GCA_900316495.1	Bacillota	86.87	3.55
GB_GCA_021202205.1	Bacillota	96.17	0.97
GB_GCA_947629585.1	Bacillota	93.04	0.34
GB_GCA_016208685.1	Planctomycetota	93.0	1.1
GB_GCA_020722045.1	Bacteroidota_A	99.95	0.3
GB_GCA_963560035.1	Bacteroidota	99.56	0.34
GB_GCA_031268095.1	Bacillota	94.37	0.43
GB_GCA_002279705.1	Pseudomonadota	92.26	2.45
GB_GCA_030527665.1	Bacillota	94.48	1.7
GB_GCA_947303255.1	Bacillota	94.42	2.54
GB_GCA_913061155.1	Pseudomonadota	100.0	0.15
GB_GCA_910587685.1	Bacillota	97.52	0.0
GB_GCA_037190765.1	Pseudomonadota	99.57	5.25
GB_GCA_034429015.1	Chloroflexota	99.53	1.12
RS_GCF_016735685.1	Pseudomonadota	99.33	0.0
GB_GCA_900546315.1	Bacillota	90.95	0.1
GB_GCA_000687975.1	Bacillota	99.77	0.88
RS_GCF_032078105.1	Bacteroidota	89.85	0.57
RS_GCF_039871625.1	Actinomycetota	100.0	0.82
RS_GCF_001838135.1	Pseudomonadota	100.0	0.02
GB_GCA_901875635.1	Pseudomonadota	100.0	0.21
RS_GCF_000413935.1	Pseudomonadota	100.0	0.19
RS_GCF_000698595.1	Pseudomonadota	100.0	0.94
RS_GCF_031845825.1	Actinomycetota	100.0	1.74
GB_GCA_035472835.1	Actinomycetota	95.98	4.02
GB_GCA_003132025.1	Pseudomonadota	97.04	4.67
GB_GCA_027459285.1	Pseudomonadota	93.67	2.43
GB_GCA_945883435.1	Verrucomicrobiota	97.6	0.58
GB_GCA_023386455.1	Myxococcota	97.87	3.64
RS_GCF_943908415.1	Bacillota	93.21	0.35
GB_GCA_040753155.1	Bacillota	91.63	1.43
GB_GCA_003155705.1	Bacteroidota	75.88	1.19
GB_GCA_944390675.1	Pseudomonadota	98.17	0.95
GB_GCA_024682415.1	Bacteroidota	86.86	0.07
GB_GCA_963657285.1	Bacillota	88.39	0.33
GB_GCA_020343875.1	Chloroflexota	85.61	3.36
RS_GCF_000477415.1	Bacillota	95.31	0.18
GB_GCA_900768505.1	Verrucomicrobiota	97.42	0.21
GB_GCA_034414555.1	Chloroflexota	99.51	1.08
GB_GCA_022771265.1	Bacteroidota	90.95	1.35
