accession	order	checkm2_completeness	checkm2_contamination
RS_GCF_012027635.1	Thermococcales	99.61	0.03
GB_GCA_021802055.1	Thermoplasmatales	96.0	0.03
GB_GCA_001717005.1	Methanomethylicales	89.55	2.87
RS_GCF_012027495.1	Thermococcales	99.18	0.22
GB_GCA_937934305.1	Caldarchaeales	97.08	0.46
GB_GCA_038823915.1	Sulfolobales	94.66	0.04
RS_GCF_039522565.1	Halobacteriales	99.98	1.27
RS_GCF_012027395.1	Thermococcales	99.9	0.54
GB_GCA_028684695.1	Methanosarcinales	83.5	0.23
RS_GCF_000789255.1	Archaeoglobales	99.99	0.05
GB_GCA_036004585.1	Nitrososphaerales	90.43	0.01
GB_GCA_002494625.1	Archaeoglobales	99.68	0.1
RS_GCF_024138145.1	Halobacteriales	95.19	0.75
GB_GCA_038897715.1	Sulfolobales	94.75	0.0
RS_GCF_000337815.1	Halobacteriales	97.81	0.09
RS_GCF_002287175.1	Methanobacteriales	100.0	4.11
RS_GCF_900100385.1	Halobacteriales	99.68	2.17
RS_GCF_016278385.1	Methanosarcinales	100.0	0.91
GB_GCA_020053355.1	Anstonellales	90.04	1.22
GB_GCA_018897475.1	IMC4	86.6	2.32
RS_GCF_000022365.1	Thermococcales	99.96	0.3
RS_GCF_031454185.1	Methanosarcinales	99.48	0.4
RS_GCF_018132105.1	Methanomicrobiales	99.5	0.58
RS_GCF_024372745.1	Methanomicrobiales	99.86	0.17
RS_GCF_900167955.1	Nitrososphaerales	96.97	0.19
RS_GCF_000739575.1	Halobacteriales	94.95	4.43
GB_GCA_038883795.1	Bathyarchaeales	87.05	3.44
GB_GCA_026394595.1	Methanomicrobiales	83.53	1.94
RS_GCF_006543045.1	Halobacteriales	99.94	4.87
GB_GCA_938049695.1	Nitrososphaerales	99.84	0.16
GB_GCA_035529155.1	Methanomassiliicoccales	94.73	2.58
GB_GCA_029263475.1	Nitrososphaerales	95.61	7.99
GB_GCA_015661775.1	Caldarchaeales	88.56	0.72
GB_GCA_021442885.1	Methanobacteriales	77.48	0.1
RS_GCF_024494655.1	Halobacteriales	99.89	6.19
RS_GCF_003675855.1	Halobacteriales	99.01	0.14
GB_GCA_019057795.1	Sigynarchaeales	100.0	7.54
GB_GCA_038889555.1	Sulfolobales	89.5	1.6
GB_GCA_026134025.1	Syntropharchaeales	92.52	0.48
GB_GCA_002496805.1	Methanobacteriales	94.34	0.06
GB_GCA_036504055.1	Methanomassiliicoccales	99.92	1.55
GB_GCA_030019485.1	JASEFT01	87.9	0.22
GB_GCA_039938575.1	Nitrososphaerales	99.87	0.09
GB_GCA_030642465.1	Thorarchaeales	87.37	4.82
GB_GCA_030130125.1	Korarchaeales	96.05	3.44
RS_GCF_030127105.1	Halobacteriales	99.96	4.77
GB_GCA_026986435.1	Sulfolobales	93.58	0.88
RS_GCF_027563145.1	Halobacteriales	94.62	0.13
RS_GCF_012027305.1	Thermococcales	98.66	0.22
RS_GCF_019880245.1	Halobacteriales	99.91	2.18
GB_GCA_027061945.1	Heimdallarchaeales	87.11	3.78
RS_GCF_001482285.1	Halobacteriales	99.88	1.03
GB_GCA_027310575.1	Nitrososphaerales	97.03	4.35
GB_GCA_012719175.1	Methanomassiliicoccales	99.61	1.2
GB_GCA_938048735.1	TCS64	94.63	1.79
GB_GCA_016699325.1	Methanomicrobiales	95.91	0.07
RS_GCF_005435165.1	Halobacteriales	99.63	0.87
RS_GCF_963678795.1	Methanomicrobiales	96.54	0.65
GB_GCA_003650925.1	QMSL01	98.57	1.53
RS_GCF_041361465.1	Halobacteriales	97.2	0.29
GB_GCA_021372715.1	Methanobacteriales	91.5	0.41
GB_GCA_003702545.1	Nitrososphaerales	93.59	0.11
RS_GCF_000504205.1	Methanosarcinales	99.95	0.18
GB_GCA_009904015.1	Sulfolobales	91.92	0.56
RS_GCF_963662735.1	Methanomicrobiales	99.85	0.93
GB_GCA_903900025.1	Methanomicrobiales	90.44	3.48
RS_GCF_031461075.1	Methanosarcinales	99.99	0.41
GB_GCA_019057635.1	Hodarchaeales	91.63	3.24
GB_GCA_030610945.1	UBA148	82.04	0.02
GB_GCA_001399795.1	Bathyarchaeales	92.5	3.51
GB_GCA_022564515.1	Nitrososphaerales	95.19	0.04
RS_GCF_030464345.1	Methanomicrobiales	98.99	2.86
RS_GCF_013401515.1	Halobacteriales	99.85	2.29
GB_GCA_015523445.1	Sulfolobales	90.07	0.01
GB_GCA_001509375.1	Methanotrichales	97.54	0.94
RS_GCF_024298825.1	Halobacteriales	99.65	4.71
RS_GCF_004118325.1	Halobacteriales	100.0	0.54
GB_GCA_023229165.1	Methanotrichales	93.59	2.88
GB_GCA_030550615.1	Sulfolobales	92.66	0.45
GB_GCA_039938615.1	Nitrososphaerales	98.22	0.45
GB_GCA_017994915.1	Methanomicrobiales	88.93	0.64
GB_GCA_002509325.1	Methanosarcinales	90.3	0.3
RS_GCF_026586675.1	Halobacteriales	99.36	0.39
GB_GCA_039666535.1	Methanobacteriales	84.44	0.0
GB_GCA_035288565.1	Iainarchaeales	90.1	0.56
GB_GCA_002498385.1	Methanobacteriales	99.82	0.01
RS_GCF_029762515.1	Methanomicrobiales	86.2	1.0
RS_GCF_963665675.1	Methanosarcinales	100.0	1.13
RS_GCF_023638055.1	Halobacteriales	98.08	0.57
RS_GCF_003605635.1	Halobacteriales	99.49	3.87
RS_GCF_034497445.1	Halobacteriales	99.95	5.76
RS_GCF_000328685.1	Halobacteriales	99.95	0.93
GB_GCA_900620265.3	Nitrososphaerales	96.06	2.67
GB_GCA_016927055.1	Methanotrichales	93.72	0.99
GB_GCA_021399395.1	Heimdallarchaeales	81.8	2.56
GB_GCA_020832985.1	Sulfolobales	82.33	0.57
GB_GCA_038852105.1	UBA10834	88.39	0.26
RS_GCF_000008665.1	Archaeoglobales	99.99	0.25
RS_GCF_029338255.1	Halobacteriales	99.97	2.18
RS_GCF_000242875.2	Nitrososphaerales	87.11	2.01
GB_GCA_027306505.1	UBA184	88.06	1.0
GB_GCA_029887765.1	Methanomethylicales	96.9	0.59
GB_GCA_937898665.1	TCS64	94.88	4.22
GB_GCA_027491435.1	Korarchaeales	99.46	2.54
GB_GCA_003662995.1	Archaeoglobales	97.14	3.17
GB_GCA_038896575.1	UBA184	80.99	0.31
GB_GCA_000309865.1	Methanobacteriales	97.52	0.13
GB_GCA_039961795.1	Nitrososphaerales	87.65	2.33
GB_GCA_015063195.1	Methanomassiliicoccales	85.27	0.3
RS_GCF_000025505.1	Archaeoglobales	99.98	0.03
GB_GCA_038870635.1	Anstonellales	89.55	0.0
GB_GCA_036381375.1	Nitrososphaerales	90.9	1.89
GB_GCA_022750195.1	UBA184	95.65	5.57
GB_GCA_014361085.1	JACIWG01	94.11	3.2
RS_GCF_024227995.1	Halobacteriales	99.95	5.04
GB_GCA_012719315.1	Methanomassiliicoccales	83.71	0.25
GB_GCA_028867275.1	Nitrososphaerales	96.29	0.41
GB_GCA_013540595.1	Sulfolobales	88.16	2.57
RS_GCF_002507545.1	Archaeoglobales	99.92	0.15
RS_GCF_020515625.1	Halobacteriales	99.98	1.0
GB_GCA_029907715.1	Methanotrichales	99.89	0.04
RS_GCF_024494595.1	Halobacteriales	97.13	2.23
GB_GCA_009843815.1	Nitrososphaerales	99.56	1.12
GB_GCA_019561555.1	Methanococcales	89.91	0.31
GB_GCA_031289325.1	Methanobacteriales	92.51	0.14
GB_GCA_026413755.1	Sulfolobales	90.04	0.09
GB_GCA_022749995.1	UBA184	87.13	0.3
GB_GCA_021848045.1	Nitrososphaerales	88.49	0.41
GB_GCA_003021045.1	Halobacteriales	78.91	0.02
GB_GCA_040758595.1	Anstonellales	93.65	0.39
RS_GCF_000337475.1	Halobacteriales	99.99	0.67
GB_GCA_038832865.1	Sulfolobales	80.57	0.31
GB_GCA_035685445.1	Nitrososphaerales	95.61	0.41
RS_GCF_900111935.1	Halobacteriales	99.76	0.14
RS_GCF_026891975.1	Methanomicrobiales	99.19	0.32
GB_GCA_036518375.1	Nitrososphaerales	95.41	2.19
GB_GCA_018263335.1	Methanomicrobiales	99.18	0.01
GB_GCA_013154005.1	Aciduliprofundales	93.64	0.79
RS_GCF_947166415.1	Methanobacteriales	91.68	0.25
GB_GCA_038734615.1	Sulfolobales	94.81	0.08
RS_GCF_000955905.1	Nitrososphaerales	99.93	0.0
RS_GCF_004116405.1	Halobacteriales	99.98	7.88
GB_GCA_937921695.1	Sulfolobales	86.62	0.18
GB_GCA_037439985.1	UBA10834	89.47	0.49
RS_GCF_017447225.1	Methanobacteriales	96.65	0.88
GB_GCA_000499765.1	Methanobacteriales	99.99	0.12
GB_GCA_017473945.1	Methanobacteriales	93.13	0.76
GB_GCA_041663445.1	Anstonellales	89.01	0.79
GB_GCA_002497075.1	Methanomassiliicoccales	96.44	0.24
RS_GCF_003201835.2	Sulfolobales	100.0	0.55
RS_GCF_017656475.1	Archaeoglobales	96.5	0.05
RS_GCF_000063445.1	Methanocellales	99.99	0.37
RS_GCF_030296715.1	Methanobacteriales	94.02	3.29
RS_GCF_029207735.1	Nanosalinales	96.13	0.64
GB_GCA_002494885.1	Methanobacteriales	99.94	0.29
GB_GCA_021798195.1	UBA184	95.69	0.05
RS_GCF_041305605.1	Methanosarcinales	94.6	0.21
RS_GCF_900156425.1	Halobacteriales	100.0	6.96
GB_GCA_001602645.1	Methanotrichales	98.95	3.22
GB_GCA_021325295.1	Nitrososphaerales	99.73	0.22
RS_GCF_028693135.1	Methanosarcinales	99.97	3.2
GB_GCA_016871995.1	Nitrososphaerales	96.03	0.98
GB_GCA_002011155.2	Mnemosynellales	100.0	0.37
GB_GCA_030019395.1	Methanomicrobiales	95.76	0.06
RS_GCF_013402815.2	Halobacteriales	99.98	4.09
RS_GCF_037081715.1	Halobacteriales	97.09	0.75
GB_GCA_000496235.1	Halobacteriales	82.3	1.31
GB_GCA_021325075.1	Nitrososphaerales	85.97	0.63
GB_GCA_025839675.1	Sigynarchaeales	91.26	9.14
GB_GCA_030168595.1	Methanomassiliicoccales	99.68	0.5
GB_GCA_002496395.1	Methanomicrobiales	99.37	0.88
RS_GCF_009674605.1	Halobacteriales	98.1	0.15
GB_GCA_038734275.1	Archaeoglobales	99.46	0.0
GB_GCA_029863275.1	Nitrososphaerales	98.95	0.34
RS_GCF_024498175.1	Halobacteriales	99.96	1.99
GB_GCA_029864235.1	Nitrososphaerales	99.73	0.68
GB_GCA_937142015.1	Halobacteriales	91.86	1.15
GB_GCA_030018435.1	UBA148	94.99	0.14
GB_GCA_015523335.1	Archaeoglobales	99.12	0.04
GB_GCA_023130895.1	RBG-16-68-12	83.71	1.24
GB_GCA_026419835.1	Sulfolobales	84.39	0.1
GB_GCA_019262145.1	Methanomassiliicoccales	99.93	0.7
GB_GCA_023137005.1	SG8-5	78.97	0.72
GB_GCA_022837745.1	Methanomicrobiales	98.23	0.1
GB_GCA_005888755.1	40CM-2-53-6	94.96	1.77
GB_GCA_025966525.1	Alkanophagales	94.82	0.03
GB_GCA_021108185.1	Methanosarcinales	97.45	0.64
GB_GCA_938027595.1	Thermoproteales	96.54	0.0
GB_GCA_023128965.1	QMZP01	92.68	0.8
GB_GCA_029775995.1	Nitrososphaerales	94.13	1.07
RS_GCF_025231485.1	Halobacteriales	100.0	2.27
GB_GCA_027310185.1	Thermoplasmatales	99.54	1.04
GB_GCA_021161865.1	DHVEG-1	88.15	0.29
GB_GCA_003266105.1	Methanobacteriales	88.36	0.35
GB_GCA_002011075.2	Geothermarchaeales	88.16	1.92
RS_GCF_006861655.1	Halobacteriales	94.47	0.49
GB_GCA_030592525.1	WALL01	85.45	1.22
RS_GCF_017409525.1	Methanobacteriales	99.87	0.21
GB_GCA_030452275.1	Nitrososphaerales	97.47	2.4
RS_GCF_013329165.1	Methanomicrobiales	93.19	0.28
GB_GCA_035553595.1	JACQPN01	87.12	3.25
GB_GCA_029259175.1	Hadarchaeales	90.88	0.54
RS_GCF_900129775.1	Halobacteriales	99.89	0.47
GB_GCA_028343855.1	Nitrososphaerales	95.74	0.03
RS_GCF_900114835.1	Methanosarcinales	99.96	0.34
RS_GCF_902769175.1	Methanobacteriales	88.46	0.89
RS_GCF_025457605.1	Halobacteriales	99.5	3.48
GB_GCA_021106765.1	Methanosarcinales	94.99	0.8
GB_GCA_015660865.1	Methanomicrobiales	98.98	0.11
GB_GCA_041636435.1	JACPAO01	90.86	0.7
GB_GCA_023250885.1	Nitrososphaerales	95.18	0.3
GB_GCA_021819605.1	Thermoplasmatales	86.09	2.07
GB_GCA_030055615.1	Methanobacteriales	99.22	0.01
GB_GCA_030018475.1	JASEFT01	95.51	0.31
GB_GCA_021787125.1	Thermoplasmatales	83.43	0.95
GB_GCA_035540375.1	JACQPN01	97.04	1.65
GB_GCA_029259155.1	Nezhaarchaeales	94.02	2.6
RS_GCF_900177045.1	Nitrososphaerales	99.78	0.29
GB_GCA_038729425.1	Thermoplasmatales	96.54	0.17
GB_GCA_020833005.1	Culexarchaeales	95.41	1.89
GB_GCA_015522625.1	Sulfolobales	92.95	1.08
GB_GCA_016937345.1	Methanomicrobiales	92.9	0.2
RS_GCF_937898925.1	Methanobacteriales	95.44	0.3
GB_GCA_021851265.1	Nitrososphaerales	90.83	0.69
GB_GCA_963643255.1	Methanomassiliicoccales	95.42	0.46
RS_GCF_037338445.1	Halobacteriales	99.49	4.88
RS_GCF_900110465.1	Halobacteriales	100.0	10.82
RS_GCF_020216685.1	Methanomicrobiales	90.36	0.9
GB_GCA_017857235.1	Thermoplasmatales	89.53	0.24
GB_GCA_030615265.1	Bathyarchaeales	96.02	3.49
GB_GCA_027460465.1	Methanosarcinales	100.0	2.76
RS_GCF_012027615.1	Thermococcales	99.88	0.36
GB_GCA_030168575.1	Methanomassiliicoccales	98.77	0.55
RS_GCF_900156475.1	Halobacteriales	100.0	2.54
GB_GCA_018263005.1	Methanobacteriales	92.26	0.0
GB_GCA_963605395.1	Methanomassiliicoccales	93.87	1.44
GB_GCA_020354065.1	TCS64	76.72	1.1
GB_GCA_025457815.1	UBA10834	88.2	2.27
GB_GCA_018263505.1	Nitrososphaerales	97.1	0.03
GB_GCA_015522695.1	Conexivisphaerales	95.5	1.13
RS_GCF_030518575.1	Nitrososphaerales	75.4	0.79
GB_GCA_035632695.1	RBG-16-68-12	98.77	3.31
RS_GCF_001592435.1	Thermococcales	99.89	0.32
GB_GCA_938074605.1	Sulfolobales	97.79	0.21
GB_GCA_041694845.1	Anstonellales	89.25	0.1
RS_GCF_000337535.1	Halobacteriales	99.46	2.72
RS_GCF_023256325.1	Sulfolobales	99.22	0.42
GB_GCA_023440975.1	Methanobacteriales	91.26	0.0
RS_GCF_013388255.1	Methanosarcinales	99.96	0.59
RS_GCF_014078525.1	Nitrososphaerales	99.98	0.17
RS_GCF_003111605.1	Methanobacteriales	97.57	0.2
GB_GCA_022865885.1	Bathyarchaeales	98.41	7.57
GB_GCA_030595765.1	GCA-020350865	89.46	1.88
RS_GCF_002201895.1	Methanopyrales	99.97	0.15
GB_GCA_036525555.1	Nitrososphaerales	98.97	0.09
RS_GCF_031624495.1	Halobacteriales	99.94	4.79
GB_GCA_016927895.1	Bathyarchaeales	93.18	4.2
RS_GCF_023256255.1	Thermoproteales	97.03	0.19
GB_GCA_023269825.1	Sulfolobales	96.64	0.13
RS_GCF_031312535.1	Methanosarcinales	100.0	0.23
GB_GCA_009776805.1	Bathyarchaeales	97.57	1.19
RS_GCF_000025685.1	Halobacteriales	99.95	0.27
GB_GCA_016205145.1	Iainarchaeales	97.78	0.0
GB_GCA_028867595.1	Nitrososphaerales	96.53	0.92
GB_GCA_034659935.1	Methanomicrobiales	95.36	0.43
RS_GCF_016706325.1	Methanotrichales	95.63	1.44
GB_GCA_041649555.1	Anstonellales	90.54	0.04
GB_GCA_011773785.1	Nitrososphaerales	89.35	0.57
GB_GCA_021323995.1	40CM-2-53-6	85.74	1.26
GB_GCA_016432545.1	Nitrososphaerales	100.0	0.6
GB_GCA_026014685.1	Bathyarchaeales	99.1	2.56
RS_GCF_017352095.1	Halobacteriales	99.83	0.11
GB_GCA_035636315.1	RBG-16-68-12	90.4	3.81
RS_GCF_002078355.1	Thermoplasmatales	99.76	0.2
GB_GCA_019058275.1	JABLTI01	92.78	6.78
RS_GCF_000015945.1	Sulfolobales	99.99	0.25
RS_GCF_032594355.1	Methanosarcinales	80.26	0.0
GB_GCA_021802125.1	UBA184	89.9	0.24
GB_GCA_009758405.1	Aciduliprofundales	88.76	0.13
GB_GCA_025922735.1	Nitrososphaerales	84.3	0.26
RS_GCF_025397995.1	Methanobacteriales	99.8	0.03
GB_GCA_016840485.1	Baldrarchaeales	91.06	8.04
GB_GCA_012729095.1	Methanomassiliicoccales	99.44	0.32
RS_GCF_025698945.1	Nitrososphaerales	100.0	0.21
GB_GCA_905203995.1	Methanomassiliicoccales	94.34	0.01
GB_GCA_031274765.1	Bathyarchaeales	95.57	3.49
RS_GCF_000585495.1	Thermococcales	99.97	0.3
RS_GCF_024178165.1	Halobacteriales	99.91	1.0
GB_GCA_902386135.1	Methanosarcinales	99.18	2.49
GB_GCA_031272765.1	Methanobacteriales	93.51	1.84
GB_GCA_041678455.1	Methanofastidiosales	92.57	0.06
GB_GCA_017553245.1	Methanomicrobiales	74.01	0.0
RS_GCF_006861665.1	Halobacteriales	95.05	3.42
RS_GCF_002067275.1	Methanosarcinales	86.44	0.24
GB_GCA_030625165.1	Methanosarcinales	85.95	0.56
GB_GCA_024409165.1	Methanobacteriales	82.12	0.14
GB_GCA_015661395.1	Bog-38	88.06	0.22
GB_GCA_023261755.1	Aciduliprofundales	93.34	0.02
GB_GCA_029881805.1	Bathyarchaeales	100.0	2.63
GB_GCA_029258955.1	UBA202	93.96	7.3
GB_GCA_030041075.1	UBA184	89.4	0.36
GB_GCA_041600695.1	JACPAO01	86.24	0.08
GB_GCA_018396635.1	Bathyarchaeales	99.03	3.29
GB_GCA_037305845.1	Jordiarchaeales	100.0	5.6
GB_GCA_016841265.1	Methanosarcinales	97.29	0.37
GB_GCA_017387505.1	Methanomicrobiales	83.54	0.06
RS_GCF_007655485.1	Halobacteriales	99.32	1.96
GB_GCA_017610175.1	Iainarchaeales	90.25	0.18
RS_GCF_004944975.1	Halobacteriales	99.41	1.79
GB_GCA_020352535.1	Bathyarchaeales	77.27	0.4
RS_GCF_023167465.1	Methanobacteriales	99.97	0.0
RS_GCF_000336935.1	Halobacteriales	99.16	2.33
RS_GCF_009392895.1	Halobacteriales	99.98	2.17
RS_GCF_002502735.1	Methanomicrobiales	98.4	0.17
RS_GCF_900111645.1	Methanosarcinales	99.95	0.58
GB_GCA_014523495.1	Nitrososphaerales	91.84	1.51
GB_GCA_005798405.1	Nitrososphaerales	96.42	0.01
GB_GCA_036280615.1	Nitrososphaerales	95.44	1.62
GB_GCA_000246735.1	Poseidoniales	96.12	0.3
RS_GCF_019693215.1	Halobacteriales	98.55	0.63
RS_GCF_003610195.1	Halobacteriales	100.0	4.42
RS_GCF_001748385.1	Thermoproteales	99.78	0.69
GB_GCA_963663855.1	Methanomassiliicoccales	99.19	4.31
GB_GCA_038871175.1	Bathyarchaeales	91.64	1.67
GB_GCA_018396535.1	B24	93.37	1.79
RS_GCF_023973145.1	Halobacteriales	97.82	0.0
GB_GCA_015063165.1	Methanomassiliicoccales	99.86	1.45
RS_GCF_027052235.1	Thermococcales	95.51	1.26
RS_GCF_901686465.1	Halobacteriales	99.94	1.36
RS_GCF_017873555.1	Halobacteriales	98.97	0.93
RS_GCF_001412615.1	Sulfolobales	99.98	0.3
RS_GCF_020148105.1	Methanobacteriales	96.64	0.19
GB_GCA_000402355.1	Iainarchaeales	87.34	0.65
GB_GCA_023539395.1	Caldarchaeales	94.09	1.31
GB_GCA_009903825.1	Sulfolobales	94.87	2.64
RS_GCF_026248685.1	Halobacteriales	99.99	3.78
RS_GCF_000970285.1	Methanosarcinales	99.95	1.63
RS_GCF_030287405.1	Halobacteriales	95.38	0.02
RS_GCF_025384765.1	Methanomicrobiales	99.17	1.21
GB_GCA_015520475.1	Bathyarchaeales	92.93	0.83
GB_GCA_022562615.1	Nitrososphaerales	95.06	0.74
GB_GCA_037916685.1	Methanomicrobiales	78.16	1.9
GB_GCA_025058735.1	Archaeoglobales	99.84	0.0
GB_GCA_036555705.1	Nitrososphaerales	93.54	2.41
RS_GCF_013388945.1	Nitrososphaerales	99.29	1.0
GB_GCA_013388925.1	Nitrososphaerales	94.01	2.25
GB_GCA_003162115.1	Methanobacteriales	87.27	0.05
RS_GCF_003205235.1	Thermoplasmatales	99.98	0.79
GB_GCA_027051265.1	JALTZZ01	95.01	1.09
GB_GCA_029250275.1	Nitrososphaerales	99.26	0.18
GB_GCA_021816965.1	Thermoplasmatales	85.54	0.15
RS_GCF_963666025.1	Methanobacteriales	99.81	0.41
GB_GCA_035502055.1	UBA184	91.9	1.5
GB_GCA_028820595.1	Nitrososphaerales	91.65	0.02
RS_GCF_039522665.1	Halobacteriales	95.75	0.82
GB_GCA_021161045.1	TCS64	97.42	1.41
RS_GCF_032842345.1	Methanomicrobiales	99.93	1.34
RS_GCF_001485575.1	Halobacteriales	99.97	1.13
RS_GCF_017656495.1	Thermococcales	99.95	0.39
GB_GCA_038046745.1	Hydrothermarchaeales	96.65	0.39
GB_GCA_013154335.1	Methanopyrales	94.7	0.46
GB_GCA_020345645.1	Bathyarchaeales	70.81	1.14
GB_GCA_002897955.1	Hydrothermarchaeales	98.58	0.4
RS_GCF_001316265.1	Thermoproteales	63.02	0.81
GB_GCA_041485285.1	DTKX01	88.35	3.52
GB_GCA_031625175.1	Thermoplasmatales	93.29	0.29
GB_GCA_035643635.1	Nitrososphaerales	99.15	0.35
GB_GCA_022564385.1	Nitrososphaerales	91.0	0.13
GB_GCA_020343615.1	UBA10117	83.84	0.12
GB_GCA_016874675.1	VGTL01	94.06	0.9
GB_GCA_038868075.1	Bathyarchaeales	97.44	0.95
GB_GCA_026986415.1	Sulfolobales	92.53	0.59
GB_GCA_038893995.1	Thorarchaeales	91.16	1.64
GB_GCA_016432325.1	PWEA01	90.14	0.56
RS_GCF_029338315.1	Halobacteriales	90.46	0.59
GB_GCA_029856625.1	Njordarchaeales	88.76	5.97
GB_GCA_938042195.1	40CM-2-53-6	93.56	2.72
GB_GCA_015522955.1	Aciduliprofundales	85.98	1.22
RS_GCF_000415985.1	Halobacteriales	98.76	2.19
GB_GCA_038830105.1	Sulfolobales	84.06	1.57
GB_GCA_022750415.1	UBA184	90.3	0.98
GB_GCA_015063225.1	Methanomassiliicoccales	91.53	0.02
GB_GCA_035691865.1	Nitrososphaerales	99.21	4.45
GB_GCA_000166095.1	Methanobacteriales	99.87	0.1
GB_GCA_037443105.1	JAWCLZ01	100.0	0.83
RS_GCF_029688865.1	Halobacteriales	99.12	3.52
GB_GCA_035626195.1	Bog-38	87.4	5.52
GB_GCA_020725925.1	UBA10834	92.9	0.93
RS_GCF_004217335.1	Halobacteriales	100.0	5.38
GB_GCA_015062805.1	Methanobacteriales	99.92	0.75
RS_GCF_026242195.1	Halorutilales	92.77	0.0
RS_GCF_001625445.1	Halobacteriales	95.85	4.64
GB_GCA_011048835.1	Methanomicrobiales	96.02	0.78
GB_GCA_000306725.1	Methanosarcinales	99.97	0.59
GB_GCA_023249725.1	Methanobacteriales	94.13	1.02
GB_GCA_015521295.1	Sulfolobales	98.4	0.05
GB_GCA_021816745.1	Thermoplasmatales	78.96	0.07
GB_GCA_030627005.1	Methanosarcinales	97.92	0.1
GB_GCA_029637525.1	Sulfolobales	99.99	1.33
RS_GCF_002072215.1	Methanobacteriales	99.6	0.29
GB_GCA_902812505.1	Marsarchaeales	78.7	1.01
GB_GCA_027031765.1	Thorarchaeales	95.26	1.38
GB_GCA_013538715.1	Nitrososphaerales	96.31	0.38
GB_GCA_020697715.1	SG8-5	93.81	0.56
RS_GCF_017539065.1	Methanobacteriales	93.72	0.18
RS_GCF_902771225.1	Methanobacteriales	99.88	1.48
RS_GCF_020567525.1	Halobacteriales	99.81	1.61
GB_GCA_018396555.1	Bathyarchaeales	89.98	1.54
GB_GCA_026014815.1	TCS64	93.35	4.46
RS_GCF_000092305.1	Methanococcales	99.78	0.05
GB_GCA_016932815.1	Anstonellales	91.53	0.12
RS_GCF_017094505.1	Halobacteriales	99.99	1.93
GB_GCA_036522255.1	Nitrososphaerales	83.42	5.95
GB_GCA_041570395.1	Nitrososphaerales	86.44	2.28
GB_GCA_016844685.1	Nitrososphaerales	83.96	2.73
RS_GCF_023169545.1	Nanobdellales	94.84	0.75
RS_GCF_020097835.1	Halobacteriales	99.7	0.64
RS_GCF_000306765.2	Halobacteriales	99.76	0.5
RS_GCF_900143675.1	Nitrososphaerales	99.93	0.24
GB_GCA_021159385.1	Methanosarcinales	87.61	0.0
GB_GCA_014727925.1	Anstonellales	88.24	0.16
RS_GCF_030464365.1	Methanomicrobiales	99.92	0.41
GB_GCA_038891095.1	IMC4	93.65	0.48
GB_GCA_003702495.1	Nitrososphaerales	92.84	0.01
GB_GCA_028561875.1	Methanomassiliicoccales	86.45	0.42
GB_GCA_029882535.1	Bathyarchaeales	97.48	2.87
GB_GCA_014523665.1	Nitrososphaerales	96.63	5.26
GB_GCA_027318585.1	Methanobacteriales	96.88	0.0
RS_GCF_033472595.1	Methanomicrobiales	99.76	0.04
RS_GCF_015523185.1	Thermococcales	96.68	0.48
RS_GCF_035656455.1	Halobacteriales	99.78	1.89
GB_GCA_037386325.1	Bathyarchaeales	81.07	0.75
GB_GCA_041491305.1	Methanosarcinales	93.76	2.86
GB_GCA_015521115.1	Sulfolobales	99.92	2.81
GB_GCA_005954745.1	Halobacteriales	99.82	0.43
GB_GCA_031254875.1	Bathyarchaeales	93.35	2.52
GB_GCA_029259115.1	DHVEG-1	98.74	5.48
GB_GCA_041659985.1	JACPAO01	87.8	0.65
GB_GCA_025058425.1	Nitrososphaerales	95.31	1.37
GB_GCA_021806355.1	Thermoplasmatales	88.28	0.52
RS_GCF_017427765.1	Methanobacteriales	99.96	7.82
RS_GCF_007833275.1	Halobacteriales	99.98	0.18
GB_GCA_018813505.1	Anstonellales	90.99	1.78
GB_GCA_029856525.1	Odinarchaeales	93.41	0.1
RS_GCF_008000775.2	Sigynarchaeales	92.65	6.22
RS_GCF_963668475.1	Methanomicrobiales	99.98	2.11
RS_GCF_004143485.2	Halobacteriales	99.88	0.99
RS_GCF_029338355.1	Halobacteriales	96.83	3.69
RS_GCF_017873335.1	Thermococcales	100.0	1.05
RS_GCF_011734195.1	Halobacteriales	99.13	0.47
GB_GCA_029259535.1	Alkanophagales	90.41	1.21
GB_GCA_038740425.1	DHVEG-1	89.37	0.1
GB_GCA_003569705.1	Nitrososphaerales	97.37	0.17
GB_GCA_001421175.1	Methanomassiliicoccales	85.91	0.06
GB_GCA_002898355.1	Caldarchaeales	93.25	0.76
GB_GCA_033471095.1	Nitrososphaerales	97.5	0.17
GB_GCA_016222945.1	Methanobacteriales	96.09	0.16
GB_GCA_011605775.1	Nitrososphaerales	99.58	3.89
GB_GCA_016838825.1	Nitrososphaerales	93.18	0.6
GB_GCA_036786905.1	Nezhaarchaeales	88.97	1.6
GB_GCA_002067755.1	Methanotrichales	95.91	2.44
GB_GCA_013791785.1	SG8-5	92.66	0.34
RS_GCF_020405205.1	Halobacteriales	99.99	0.99
GB_GCA_009911715.1	Methanomassiliicoccales	99.79	0.7
GB_GCA_002011125.2	Hydrothermarchaeales	97.65	1.46
GB_GCA_021159465.1	Alkanophagales	96.68	0.0
GB_GCA_041304525.1	UBA10834	92.88	4.22
GB_GCA_035506435.1	Methanomicrobiales	91.44	0.63
GB_GCA_021409285.1	Methanosarcinales	97.16	1.57
